EX,ID,LIST
A directory service object was undeleted. Subject:  Security ID:  %3 Account Name:  %4 Account Domain:  %5 Logon ID:  %6 Directory Service:  Name: %7 Type: %8 Object:  Old DN: %9 New DN: %10 GUID: %11 Class: %12 Operation:  Correlation ID: %1 Application Correlation ID: %2 ,5138,"['A directory service object was undeleted.', 'Subject:', ' Security ID:  %3', 'Account Name:  %4', 'Account Domain:  %5', 'Logon ID:  %6', 'Directory Service:', ' Name: %7', 'Type: %8', 'Object:', ' Old DN: %9', 'New DN: %10', 'GUID: %11', 'Class: %12', 'Operation:', ' Correlation ID: %1', 'Application Correlation ID: %2']"
"A directory service object was moved. Subject:  Security ID:  ACME\Administrator Account Name:  Administrator Account Domain:  ACME Logon ID:  0x27a79 Directory Service:  Name:  acme.local Type:  Active Directory Domain Services Object:  Old DN:  CN=Napoleon Bonaparte,OU=New York,OU=AcmeUsers,DC=acme,DC=local New DN: CN=Napoleon Bonaparte,OU=France,OU=AcmeUsers,DC=acme,DC=local GUID:  CN=Napoleon Bonaparte,OU=France,OU=AcmeUsers,DC=acme,DC=local Class:  user Operation:  Correlation ID:  {03012d56-855d-41ed-84ac-ec11979965d0} Application Correlation ID: - ",5139,"['A directory service object was moved.', 'Subject:', ' Security ID:  ACME\\\\\\\\\\\\\\\\Administrator', 'Account Name:  Administrator', 'Account Domain:  ACME', 'Logon ID:  0x27a79', 'Directory Service:', ' Name:  acme.local', 'Type:  Active Directory Domain Services', 'Object:', ' Old DN:  CN=Napoleon Bonaparte,OU=New York,OU=AcmeUsers,DC=acme,DC=local', 'New DN: CN=Napoleon Bonaparte,OU=France,OU=AcmeUsers,DC=acme,DC=local', 'GUID:  CN=Napoleon Bonaparte,OU=France,OU=AcmeUsers,DC=acme,DC=local', 'Class:  user', 'Operation:', ' Correlation ID:  {03012d56-855d-41ed-84ac-ec11979965d0}', 'Application Correlation ID: -']"
A network share object was accessed. Subject:  Security ID:  ACME-FR\Administrator Account Name:  Administrator Account Domain:  ACME-FR Logon ID:  0x74a739 Network Information:  Source Address:  10.42.42.221 Source Port:  65097 Share Name:  \\*\Dharma Initiative Protocols ,5140,"['A network share object was accessed.', 'Subject:', ' Security ID:  ACME-FR\\\\\\\\\\\\\\\\Administrator', 'Account Name:  Administrator', 'Account Domain:  ACME-FR', 'Logon ID:  0x74a739', 'Network Information:', ' Source Address:  10.42.42.221', 'Source Port:  65097', 'Share Name:  \\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\*\\\\\\\\\\\\\\\\Dharma Initiative Protocols']"
"A directory service object was deleted. Subject:  Security ID:  ACME\administrator Account Name:  administrator Account Domain:  ACME Logon ID:  0x30999 Directory Service:  Name: acme.com Type: Active Directory Domain Services Object:  DN: CN={8F8DF4A9-5B21-4A27-9BA6- 1AECC663E843},CN=Policies,CN=System,DC=acme,DC=com GUID: CN={8F8DF4A9-5B21-4A27-9BA6-1AECC663E843}\0ADEL:291d5001- 782a-4b3c-a319-87c060621b0e,CN=Deleted Objects,DC=acme,DC=com Class: groupPolicyContainer Operation:  Tree Delete: No Correlation ID: {140c9cef-8dc1-48f4-8b4a-de79230731a6} Application Correlation ID: -  ",5141,"['A directory service object was deleted.', 'Subject:', ' Security ID:  ACME\\\\\\\\\\\\\\\\administrator', 'Account Name:  administrator', 'Account Domain:  ACME', 'Logon ID:  0x30999', 'Directory Service:', ' Name: acme.com', 'Type: Active Directory Domain Services', 'Object:', ' DN: CN={8F8DF4A9-5B21-4A27-9BA6- 1AECC663E843},CN=Policies,CN=System,DC=acme,DC=com', 'GUID: CN={8F8DF4A9-5B21-4A27-9BA6-1AECC663E843}\\\\\\\\\\\\\\\\0ADEL:291d5001- 782a-4b3c-a319-87c060621b0e,CN=Deleted Objects,DC=acme,DC=com', 'Class: groupPolicyContainer', 'Operation:', ' Tree Delete: No', 'Correlation ID: {140c9cef-8dc1-48f4-8b4a-de79230731a6}', 'Application Correlation ID: -']"
A network share object was added.  Subject: Security ID: W8R2\wsmith Account Name: wsmith Account Domain: W8R2 Logon ID: 0x475b7 Share Information:  Share Name: \\*\AcmeAccounting Share Path: C:\AcmeAccounting ,5142,"['A network share object was added.', 'Subject:', 'Security ID: W8R2\\\\\\\\\\\\\\\\wsmith', 'Account Name: wsmith', 'Account Domain: W8R2', 'Logon ID: 0x475b7', 'Share Information: ', 'Share Name: \\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\*\\\\\\\\\\\\\\\\AcmeAccounting', 'Share Path: C:\\\\\\\\\\\\\\\\AcmeAccounting']"
A network share object was modified.  Subject: Security ID: W8R2\wsmith Account Name: wsmith Account Domain: W8R2 Logon ID: 0x475b7 Share Information: Object Type: Directory Share Name: \\*\AcmeAccounting Share Path: C:\AcmeAccounting Old Remark: N/A New Remark: N/A Old MaxUsers: 0xffffffff New Maxusers: 0xffffffff Old ShareFlags: 0x0 New ShareFlags: 0x800 Old SD: O:S-1-5-21-1850286605-2959700293-454930584-1104G:DUD:(A;OICI;FA;;;BA)(A;OICI;FA;;;WD) New SD: O:S-1-5-21-1850286605-2959700293-454930584-1104G:DUD:(A;OICI;FA;;;BA)(A;OICI;FA;;;WD) ,5143,"['A network share object was modified.', 'Subject:', 'Security ID: W8R2\\\\\\\\\\\\\\\\wsmith', 'Account Name: wsmith', 'Account Domain: W8R2', 'Logon ID: 0x475b7', 'Share Information:', 'Object Type: Directory', 'Share Name: \\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\*\\\\\\\\\\\\\\\\AcmeAccounting', 'Share Path: C:\\\\\\\\\\\\\\\\AcmeAccounting', 'Old Remark: N/A', 'New Remark: N/A', 'Old MaxUsers: 0xffffffff', 'New Maxusers: 0xffffffff', 'Old ShareFlags: 0x0', 'New ShareFlags: 0x800', 'Old SD: O:S-1-5-21-1850286605-2959700293-454930584-1104G:DUD:(A;OICI;FA;;;BA)(A;OICI;FA;;;WD)', 'New SD: O:S-1-5-21-1850286605-2959700293-454930584-1104G:DUD:(A;OICI;FA;;;BA)(A;OICI;FA;;;WD)']"
A network share object was deleted.  Subject: Security ID: W8R2\wsmith Account Name: wsmith Account Domain: W8R2 Logon ID: 0x475b7 Share Information:  Share Name: \\*\AcmeAccounting Share Path: C:\AcmeAccounting ,5144,"['A network share object was deleted.', 'Subject:', 'Security ID: W8R2\\\\\\\\\\\\\\\\wsmith', 'Account Name: wsmith', 'Account Domain: W8R2', 'Logon ID: 0x475b7', 'Share Information: ', 'Share Name: \\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\*\\\\\\\\\\\\\\\\AcmeAccounting', 'Share Path: C:\\\\\\\\\\\\\\\\AcmeAccounting']"
A network share object was checked to see whether client can be granted desired access. Subject: Security ID: SYSTEM Account Name: WIN-KOSWZXC03L0$ Account Domain: W8R2 Logon ID: 0x86d584 Network Information:  Object Type: File Source Address: fe80::507a:5bf7:2a72:c046 Source Port: 55490  Share Information: Share Name: \\*\SYSVOL Share Path: \??\C:\Windows\SYSVOL\sysvol Relative Target Name: w8r2.com\Policies\{6AC1786C-016F-11D2-945F-00C04fB984F9}\Machine\Microsoft\Windows NT\Audit\audit.csv Access Request Information: Access Mask: 0x120089 Accesses: READ_CONTROL SYNCHRONIZE ReadData (or ListDirectory) ReadEA ReadAttributes  Access Check Results: READ_CONTROL: Granted by Ownership SYNCHRONIZE: Granted byD:(A;;0x1200a9;;;WD) ReadData (or ListDirectory): Granted byD:(A;;0x1200a9;;;WD) ReadEA: Granted byD:(A;;0x1200a9;;;WD) ReadAttributes: Granted byD:(A;;0x1200a9;;;WD)   ,5145,"['A network share object was checked to see whether client can be granted desired access.', 'Subject:', 'Security ID: SYSTEM', 'Account Name: WIN-KOSWZXC03L0$', 'Account Domain: W8R2', 'Logon ID: 0x86d584', 'Network Information: ', 'Object Type: File', 'Source Address: fe80::507a:5bf7:2a72:c046', 'Source Port: 55490', 'Share Information:', 'Share Name: \\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\*\\\\\\\\\\\\\\\\SYSVOL', 'Share Path: \\\\\\\\\\\\\\\\??\\\\\\\\\\\\\\\\C:\\\\\\\\\\\\\\\\Windows\\\\\\\\\\\\\\\\SYSVOL\\\\\\\\\\\\\\\\sysvol', 'Relative Target Name: w8r2.com\\\\\\\\\\\\\\\\Policies\\\\\\\\\\\\\\\\{6AC1786C-016F-11D2-945F-00C04fB984F9}\\\\\\\\\\\\\\\\Machine\\\\\\\\\\\\\\\\Microsoft\\\\\\\\\\\\\\\\Windows NT\\\\\\\\\\\\\\\\Audit\\\\\\\\\\\\\\\\audit.csv', 'Access Request Information:', 'Access Mask: 0x120089', 'Accesses: READ_CONTROL', 'SYNCHRONIZE', 'ReadData (or ListDirectory)', 'ReadEA', 'ReadAttributes', 'Access Check Results:', 'READ_CONTROL: Granted by Ownership', 'SYNCHRONIZE: Granted byD:(A;;0x1200a9;;;WD)', 'ReadData (or ListDirectory): Granted byD:(A;;0x1200a9;;;WD)', 'ReadEA: Granted byD:(A;;0x1200a9;;;WD)', 'ReadAttributes: Granted byD:(A;;0x1200a9;;;WD)']"
The Windows Filtering Platform has blocked a packet. Network Information: Direction:   %1 Source Address:  %2 Destination Address: %3 EtherType:   %4 VlanTag:   %5 vSwitchId:   %6 Source vSwitch Port: %7 Destination vSwitch Port:  %8 Filter Information: Filter Run-Time ID:  %9 Layer Name:   %10 Layer Run-Time ID:  %11 ,5146,"['The Windows Filtering Platform has blocked a packet.', 'Network Information:', 'Direction:   %1', 'Source Address:  %2', 'Destination Address: %3', 'EtherType:   %4', 'VlanTag:   %5', 'vSwitchId:   %6', 'Source vSwitch Port: %7', 'Destination vSwitch Port:  %8', 'Filter Information:', 'Filter Run-Time ID:  %9', 'Layer Name:   %10', 'Layer Run-Time ID:  %11']"
A more restrictive Windows Filtering Platform filter has blocked a packet. Network Information: Direction:   %1 Source Address:  %2 Destination Address:  %3 EtherType:   %4 VlanTag:   %5 vSwitchId:   %6 Source vSwitch Port:   %7 Destination vSwitch Port:  %8 Filter Information: Filter Run-Time ID:  %9 Layer Name:   %10 Layer Run-Time ID:  %11 ,5147,"['A more restrictive Windows Filtering Platform filter has blocked a packet.', 'Network Information:', 'Direction:   %1', 'Source Address:  %2', 'Destination Address:  %3', 'EtherType:   %4', 'VlanTag:   %5', 'vSwitchId:   %6', 'Source vSwitch Port:   %7', 'Destination vSwitch Port:  %8', 'Filter Information:', 'Filter Run-Time ID:  %9', 'Layer Name:   %10', 'Layer Run-Time ID:  %11']"
Network Information: Type:  %1,5148,"['Network Information:,Type:  %1']"
Network Information: Type:  %1 Packets Discarded:   %2,5149,"['Network Information:,Type:  %1,Packets Discarded: %2']"
Network Information: Direction:  %1 Source Address:  %2 Destination Address: %3 EtherType:  %4 EncapMethod:  %5 SnapControl:  %6 SnapOui:  %7 VlanTag:   %8 Filter Information:Filter Run-Time ID: %9 Layer Name:  %10 Layer Run-Time ID: %11,5150,"['Network Information:,Direction:  %1,Source Address:  %2,Destination Address: %3,EtherType:  %4,EncapMethod:  %5,SnapControl:  %6,SnapOui:  %7,VlanTag:   %8,Filter Information:,Filter Run-Time ID: %9,Layer Name:  %10,Layer Run-Time ID: %11']"
We have not been able to produce this event. ,5151,['We have not been able to produce this event.']
The Windows Filtering Platform blocked a packet. Application Information:  Process ID:  1132 Application Name: \device\harddiskvolume1\windows\system32 \svchost.exe Network Information:  Direction:  Inbound Source Address:  224.0.0.252 Source Port:  5355 Destination Address: 10.42.42.213 Destination Port:  56253 Protocol:  17 Filter Information:  Filter Run-Time ID: 0 Layer Name:  Receive/Accept Layer Run-Time ID: 44  ,5152,"['The Windows Filtering Platform blocked a packet.', 'Application Information:', ' Process ID:  1132', 'Application Name: \\\\\\\\\\\\\\\\device\\\\\\\\\\\\\\\\harddiskvolume1\\\\\\\\\\\\\\\\windows\\\\\\\\\\\\\\\\system32 \\\\\\\\\\\\\\\\svchost.exe', 'Network Information:', ' Direction:  Inbound', 'Source Address:  224.0.0.252', 'Source Port:  5355', 'Destination Address: 10.42.42.213', 'Destination Port:  56253', 'Protocol:  17', 'Filter Information:', ' Filter Run-Time ID: 0', 'Layer Name:  Receive/Accept', 'Layer Run-Time ID: 44']"
A more restrictive Windows Filtering Platform filter has blocked a packet. Application Information: Process ID: %1 Application Name: %2 ,5153,"['A more restrictive Windows Filtering Platform filter has blocked a packet.', 'Application Information:', 'Process ID: %1', 'Application Name: %2']"
The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections. Application Information:  Process ID:  1648 Application Name: \device\harddiskvolume1\windows\system32\dns.exe Network Information:  Source Address:  10.42.42.223 Source Port:  53 Protocol:  6 Filter Information:  Filter Run-Time ID: 65884 Layer Name:  Listen Layer Run-Time ID: 40  ,5154,"['The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections.', 'Application Information:', ' Process ID:  1648', 'Application Name: \\\\\\\\\\\\\\\\device\\\\\\\\\\\\\\\\harddiskvolume1\\\\\\\\\\\\\\\\windows\\\\\\\\\\\\\\\\system32\\\\\\\\\\\\\\\\dns.exe', 'Network Information:', ' Source Address:  10.42.42.223', 'Source Port:  53', 'Protocol:  6', 'Filter Information:', ' Filter Run-Time ID: 65884', 'Layer Name:  Listen', 'Layer Run-Time ID: 40']"
The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections. Application Information:  Process ID:  %1 Application Name: %2 Network Information:  Source Address:  %3 Source Port:  %4 Protocol:  %5 Filter Information:  Filter Run-Time ID: %6 Layer Name:  %7 Layer Run-Time ID: %8 ,5155,"['The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.', 'Application Information:', ' Process ID:  %1', 'Application Name: %2', 'Network Information:', ' Source Address:  %3', 'Source Port:  %4', 'Protocol:  %5', 'Filter Information:', ' Filter Run-Time ID: %6', 'Layer Name:  %7', 'Layer Run-Time ID: %8']"
The Windows Filtering Platform has allowed a connection. Application Information:  Process ID:  1752 Application Name: \device\harddiskvolume1\windows\system32\dns.exe Network Information:  Direction:  Inbound Source Address:  10.45.45.103 Source Port:  53 Destination Address: 10.45.45.103 Destination Port:  50146 Protocol:  17 Filter Information:  Filter Run-Time ID: 5 Layer Name:  Receive/Accept Layer Run-Time ID: 44  ,5156,"['The Windows Filtering Platform has allowed a connection.', 'Application Information:', ' Process ID:  1752', 'Application Name: \\\\\\\\\\\\\\\\device\\\\\\\\\\\\\\\\harddiskvolume1\\\\\\\\\\\\\\\\windows\\\\\\\\\\\\\\\\system32\\\\\\\\\\\\\\\\dns.exe', 'Network Information:', ' Direction:  Inbound', 'Source Address:  10.45.45.103', 'Source Port:  53', 'Destination Address: 10.45.45.103', 'Destination Port:  50146', 'Protocol:  17', 'Filter Information:', ' Filter Run-Time ID: 5', 'Layer Name:  Receive/Accept', 'Layer Run-Time ID: 44']"
The Windows Filtering Platform has blocked a connection. Application Information:  Process ID:    1224 Application Name:  \device\harddiskvolume1\windows\system32\svchost.exe Network Information:  Direction:  Inbound Source Address:  224.0.0.252 Source Port:  5355 Destination Address: 10.45.45.102 Destination Port:  56927 Protocol:  17 Filter Information:  Filter Run-Time ID:  0 Layer Name:  Receive/Accept Layer Run-Time ID:  44  ,5157,"['The Windows Filtering Platform has blocked a connection.', 'Application Information:', ' Process ID:    1224', 'Application Name:  \\\\\\\\\\\\\\\\device\\\\\\\\\\\\\\\\harddiskvolume1\\\\\\\\\\\\\\\\windows\\\\\\\\\\\\\\\\system32\\\\\\\\\\\\\\\\svchost.exe', 'Network Information:', ' Direction:  Inbound', 'Source Address:  224.0.0.252', 'Source Port:  5355', 'Destination Address: 10.45.45.102', 'Destination Port:  56927', 'Protocol:  17', 'Filter Information:', ' Filter Run-Time ID:  0', 'Layer Name:  Receive/Accept', 'Layer Run-Time ID:  44']"
The Windows Filtering Platform has permitted a bind to a local port. Application Information:  Process ID:  4 Application Name: System Network Information:  Source Address:  :: Source Port:  3389 Protocol:  6 Filter Information:  Filter Run-Time ID: 0 Layer Name:  Resource Assignment Layer Run-Time ID: 38 ,5158,"['The Windows Filtering Platform has permitted a bind to a local port.', 'Application Information:', ' Process ID:  4', 'Application Name: System', 'Network Information:', ' Source Address:  ::', 'Source Port:  3389', 'Protocol:  6', 'Filter Information:', ' Filter Run-Time ID: 0', 'Layer Name:  Resource Assignment', 'Layer Run-Time ID: 38']"
The Windows Filtering Platform has blocked a bind to a local port. Application Information:  Process ID:  592 Application Name: \device\harddiskvolume1\windows\system32 \lsass.exe Network Information:  Source Address:  fe80::9516:1afb:3656:dab1 Source Port:  389 Protocol:  17 Filter Information:  Filter Run-Time ID: 0 Layer Name:  Resource Assignment Layer Run-Time ID: 38 ,5159,"['The Windows Filtering Platform has blocked a bind to a local port.', 'Application Information:', ' Process ID:  592', 'Application Name: \\\\\\\\\\\\\\\\device\\\\\\\\\\\\\\\\harddiskvolume1\\\\\\\\\\\\\\\\windows\\\\\\\\\\\\\\\\system32 \\\\\\\\\\\\\\\\lsass.exe', 'Network Information:', ' Source Address:  fe80::9516:1afb:3656:dab1', 'Source Port:  389', 'Protocol:  17', 'Filter Information:', ' Filter Run-Time ID: 0', 'Layer Name:  Resource Assignment', 'Layer Run-Time ID: 38']"
We have not been able to produce this event. ,5168,['We have not been able to produce this event.']
A directory service object was modified. Subject:  Security ID: %3  Account Name: %4  Account Domain: %5  Logon ID: %6 Directory Service:  Name: %7  Type: %8 Object:  DN: %9  GUID: %10  Class: %11 Attribute:  LDAP Display Name: %12  Syntax (OID): %13  Value: %14  Expiration Time: %15 Operation:  Type: %16  Correlation ID: %1  Application Correlation ID: %2 ,5169,"['A directory service object was modified.', 'Subject:', ' Security ID:%3', ' Account Name:%4', ' Account Domain:%5', ' Logon ID:%6', 'Directory Service:', ' Name:%7', ' Type:%8', 'Object:', ' DN:%9', ' GUID:%10', ' Class:%11', 'Attribute:', ' LDAP Display Name:%12', ' Syntax (OID):%13', ' Value:%14', ' Expiration Time:%15', 'Operation:', ' Type:%16', ' Correlation ID:%1', ' Application Correlation ID:%2']"
A directory service object was modified during a background cleanup task. Subject:  Security ID: %3  Account Name: %4  Account Domain: %5  Logon ID: %6 Directory Service:  Name: %7  Type: %8 Object:  DN: %9  GUID: %10  Class: %11 Attribute:  LDAP Display Name: %12  Syntax (OID): %13  Value: %14  Expiration Time: %15 Operation:  Type: %16  Correlation ID: %1  Application Correlation ID: %2 ,5170,"['A directory service object was modified during a background cleanup task.', 'Subject:', ' Security ID:%3', ' Account Name:%4', ' Account Domain:%5', ' Logon ID:%6', 'Directory Service:', ' Name:%7', ' Type:%8', 'Object:', ' DN:%9', ' GUID:%10', ' Class:%11', 'Attribute:', ' LDAP Display Name:%12', ' Syntax (OID):%13', ' Value:%14', ' Expiration Time:%15', 'Operation:', ' Type:%16', ' Correlation ID:%1', ' Application Correlation ID:%2']"
Credential Manager credentials were backed up. Subject:  Security ID:  WIN-R9H529RIO4Y\Administrator Account Name:  Administrator Account Domain:  WIN-R9H529RIO4Y Logon ID:  0x1ba0e BackupFileName: xyz  This event occurs when a user backs up their own Credential Manager credentials. A user (even an Administrator) cannot back up the credentials of an account other than his own. ,5376,"['Credential Manager credentials were backed up.', 'Subject:', ' Security ID:  WIN-R9H529RIO4Y\\\\\\\\\\\\\\\\Administrator', 'Account Name:  Administrator', 'Account Domain:  WIN-R9H529RIO4Y', 'Logon ID:  0x1ba0e', 'BackupFileName: xyz']"
Credential Manager credentials were restored from a backup. Subject:  Security ID:  WIN-R9H529RIO4Y\Administrator Account Name:  Administrator Account Domain:  WIN-R9H529RIO4Y Logon ID:  0x1ba0e BackupFileName: xyz This event occurs when a user restores his Credential Manager credentials from a backup. A user (even an Administrator) cannot restore the credentials of an account other than his own. ,5377,"['Credential Manager credentials were restored from a backup.', 'Subject:', ' Security ID:  WIN-R9H529RIO4Y\\\\\\\\\\\\\\\\Administrator', 'Account Name:  Administrator', 'Account Domain:  WIN-R9H529RIO4Y', 'Logon ID:  0x1ba0e', 'BackupFileName: xyz']"
The requested credentials delegation was disallowed by policy. Subject:  Security ID:  %1 Account Name:  %2 Account Domain:  %3 Logon ID:  %4 Credential Delegation Information:  Security Package: %5 User's UPN: %6 Target Server: %7 Credential Type: %8  ,5378,"['The requested credentials delegation was disallowed by policy.', 'Subject:', ' Security ID:  %1', 'Account Name:  %2', 'Account Domain:  %3', 'Logon ID:  %4', 'Credential Delegation Information:', ' Security Package: %5', '""Users UPN: %6""', 'Target Server: %7', 'Credential Type: %8']"
Subject: Security ID: %1 Account Name: %2 Account Domain:,5379,"['Subject:,Security ID: %1,Account Name: %2', 'Account Domain: %3,Logon ID: %4']"
Subject: ,5380,"['Subject:,Security ID: %1,Account Name: %2', 'Account Domain: %3,Logon ID: %4']"
Subject: ,5381,"['Subject:,Security ID: %1,Account Name: %2', 'Account Domain: %3,Logon ID: %4']"
Subject: ,5382,"['Subject:,Security ID: %1,Account Name: %2', 'Account Domain: %3,Logon ID: %4']"
The following callout was present when the Windows Filtering Platform Base Filtering Engine started. Provider Information:  ID:  %1 Name:  %2 Callout Information:  ID:  %3 Name:  %4 Type:  %5 Run-Time ID: %6 Layer Information:  ID:  %7 Name:  %8 Run-Time ID: %9 ,5440,"['The following callout was present when the Windows Filtering Platform Base Filtering Engine started.', 'Provider Information:', ' ID:  %1', 'Name:  %2', 'Callout Information:', ' ID:  %3', 'Name:  %4', 'Type:  %5', 'Run-Time ID: %6', 'Layer Information:', ' ID:  %7', 'Name:  %8', 'Run-Time ID: %9']"
The following filter was present when the Windows Filtering Platform Base Filtering Engine started. Provider Information:  ID:  {decc16ca-3f33-4346-be1e-8fb4ae0f3d62} Name:  Windows Firewall Filter Information:  ID:  {790018f5-8e05-4a78-88ac-ebc35a2e5ee5} Name:  Port Scanning Prevention Filter Type:  Boot-time Run-Time ID: 65638 Layer Information:  ID:  {7fb03b60-7b8d-4dfa-badd-980176fc4e12} Name:  Outbound ICMP Error v6 Layer Run-Time ID: 34 Weight:  18446744073709551615 Additional Information:  Conditions:  Condition ID: {632ce23b-5167-435c-86d7-e903684aa80c} Match value: No flags set Condition value: 0x00000001  Condition ID: {0c1ba1af-5765-453f-af22-a8f791ac775b} Match value: Equal to Condition value: 0x0004  Condition ID: {c35a604d-d22b-4e1a-91b4-68f674ee674b} Match value: In range Condition value: 0x0000 - 0x0002  Filter Action: Block Callout ID: {00000000-0000-0000-0000-000000000000} Callout Name: - ,5441,"['The following filter was present when the Windows Filtering Platform Base Filtering Engine started.', 'Provider Information:', ' ID:  {decc16ca-3f33-4346-be1e-8fb4ae0f3d62}', 'Name:  Windows Firewall', 'Filter Information:', ' ID:  {790018f5-8e05-4a78-88ac-ebc35a2e5ee5}', 'Name:  Port Scanning Prevention Filter', 'Type:  Boot-time', 'Run-Time ID: 65638', 'Layer Information:', ' ID:  {7fb03b60-7b8d-4dfa-badd-980176fc4e12}', 'Name:  Outbound ICMP Error v6 Layer', 'Run-Time ID: 34', 'Weight:  18446744073709551615', 'Additional Information:', ' Conditions: ', 'Condition ID: {632ce23b-5167-435c-86d7-e903684aa80c}', 'Match value: No flags set', 'Condition value: 0x00000001', ' Condition ID: {0c1ba1af-5765-453f-af22-a8f791ac775b}', 'Match value: Equal to', 'Condition value: 0x0004', 'Condition ID: {c35a604d-d22b-4e1a-91b4-68f674ee674b}', 'Match value: In range', 'Condition value: 0x0000 - 0x0002', ' Filter Action: Block', 'Callout ID: {00000000-0000-0000-0000-000000000000}', 'Callout Name: -']"
The following provider was present when the Windows Filtering Platform Base Filtering Engine started. Provider ID: {aa6a7d87-7f8f-4d2a-be53-fda555cd5fe3} Provider Name: IPsec Policyagent Provider Type: Persistent ,5442,"['The following provider was present when the Windows Filtering Platform Base Filtering Engine started.', 'Provider ID: {aa6a7d87-7f8f-4d2a-be53-fda555cd5fe3}', 'Provider Name: IPsec Policyagent', 'Provider Type: Persistent']"
The following provider context was present when the Windows Filtering Platform Base Filtering Engine started. Provider ID: %1 Provider Name: %2 Provider Context ID: %3 Provider Context Name: %4 Provider Context Type: %5 ,5443,"['The following provider context was present when the Windows Filtering Platform Base Filtering Engine started.', 'Provider ID: %1', 'Provider Name: %2', 'Provider Context ID: %3', 'Provider Context Name: %4', 'Provider Context Type: %5']"
The following sub-layer was present when the Windows Filtering Platform Base Filtering Engine started. Provider ID:  {4b153735-1049-4480-aab4-d1b9bdc03710} Provider Name:  Windows Firewall Sub-layer ID:  {b3cdd441-af90-41ba-a745-7c6008ff2300} Sub-layer Name: Windows Firewall Sub-layer Type: Persistent Weight:  3 ,5444,"['The following sub-layer was present when the Windows Filtering Platform Base Filtering Engine started.', 'Provider ID:  {4b153735-1049-4480-aab4-d1b9bdc03710}', 'Provider Name:  Windows Firewall', 'Sub-layer ID:  {b3cdd441-af90-41ba-a745-7c6008ff2300}', 'Sub-layer Name: Windows Firewall', 'Sub-layer Type: Persistent', 'Weight:  3']"
A Windows Filtering Platform callout has been changed. Subject:  Security ID:  LOCAL SERVICE Account Name:  NT AUTHORITY\LOCAL SERVICE Process Information:  Process ID: 1364 Provider Information:  ID:  {9250a3db-5929-4952-b834-e88709b0a35e} Name:  WFKMP Change Information:  Change Type: Add  Callout Information:  ID:  {c3dbed20-0bb6-4bf3-828d-96732e1e051a} Name:  Windows Firewall: callout Type:  Not persistent Run-Time ID: 279 Layer Information:  ID:  {fa45fe2f-3cba-4427-87fc-57b9a4b10d00} Name:  Datagram Data v6 Layer Run-Time ID: 26 ,5446,"['A Windows Filtering Platform callout has been changed.', 'Subject:', ' Security ID:  LOCAL SERVICE', 'Account Name:  NT AUTHORITY\\\\\\\\\\\\\\\\LOCAL SERVICE', 'Process Information:', ' Process ID: 1364', 'Provider Information:', ' ID:  {9250a3db-5929-4952-b834-e88709b0a35e}', 'Name:  WFKMP', 'Change Information:', ' Change Type: Add', 'Callout Information:', ' ID:  {c3dbed20-0bb6-4bf3-828d-96732e1e051a}', 'Name:  Windows Firewall: callout', 'Type:  Not persistent', 'Run-Time ID: 279', 'Layer Information:', ' ID:  {fa45fe2f-3cba-4427-87fc-57b9a4b10d00}', 'Name:  Datagram Data v6 Layer', 'Run-Time ID: 26']"
