DICT,EX,ID,LIST,REG
"{'Description': 'The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.', 'ApplicationInformationProcessID': '%1', 'ApplicationInformationApplicationName': '%2', 'NetworkInformationSourceAddress': '%3', 'NetworkInformationSourcePort': '%4', 'NetworkInformationProtocol': '%5', 'FilterInformationFilterRunTimeID': '%6', 'FilterInformationLayerName': '%7', 'FilterInformationLayerRunTimeID': '%8 '}",The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections. Application Information:  Process ID:  %1 Application Name: %2 Network Information:  Source Address:  %3 Source Port:  %4 Protocol:  %5 Filter Information:  Filter Run-Time ID: %6 Layer Name:  %7 Layer Run-Time ID: %8 ,5155,"['The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections.', 'Application Information:', ' Process ID:  %1', 'Application Name: %2', 'Network Information:', ' Source Address:  %3', 'Source Port:  %4', 'Protocol:  %5', 'Filter Information:', ' Filter Run-Time ID: %6', 'Layer Name:  %7', 'Layer Run-Time ID: %8']",(?P<Description>.*)\s+Application Information:(?:\s+|\S) Process ID:(?:\s+|\S)(?P<ApplicationInformationProcessID>.*)\s+Application Name:(?:\s+|\S)(?P<ApplicationInformationApplicationName>.*)\s+Network Information:(?:\s+|\S) Source Address:(?:\s+|\S)(?P<NetworkInformationSourceAddress>.*)\s+Source Port:(?:\s+|\S)(?P<NetworkInformationSourcePort>.*)\s+Protocol:(?:\s+|\S)(?P<NetworkInformationProtocol>.*)\s+Filter Information:(?:\s+|\S) Filter Run-Time ID:(?:\s+|\S)(?P<FilterInformationFilterRunTimeID>.*)\s+Layer Name:(?:\s+|\S)(?P<FilterInformationLayerName>.*)\s+Layer Run-Time ID:(?:\s+|\S)(?P<FilterInformationLayerRunTimeID>.*)
"{'Description': 'The Windows Filtering Platform has allowed a connection.', 'ApplicationInformationProcessID': '1752', 'ApplicationInformationApplicationName': '\\device\\harddiskvolume1\\windows\\system32\\dns.exe', 'NetworkInformationDirection': 'Inbound', 'NetworkInformationSourceAddress': '10.45.45.103', 'NetworkInformationSourcePort': '53', 'NetworkInformationDestinationAddress': '10.45.45.103', 'NetworkInformationDestinationPort': '50146', 'NetworkInformationProtocol': '17', 'FilterInformationFilterRunTimeID': '5', 'FilterInformationLayerName': 'Receive/Accept', 'FilterInformationLayerRunTimeID': '44  '}",The Windows Filtering Platform has allowed a connection. Application Information:  Process ID:  1752 Application Name: \device\harddiskvolume1\windows\system32\dns.exe Network Information:  Direction:  Inbound Source Address:  10.45.45.103 Source Port:  53 Destination Address: 10.45.45.103 Destination Port:  50146 Protocol:  17 Filter Information:  Filter Run-Time ID: 5 Layer Name:  Receive/Accept Layer Run-Time ID: 44  ,5156,"['The Windows Filtering Platform has allowed a connection.', 'Application Information:', ' Process ID:  1752', 'Application Name: \\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\device\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\harddiskvolume1\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\windows\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\system32\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\dns.exe', 'Network Information:', ' Direction:  Inbound', 'Source Address:  10.45.45.103', 'Source Port:  53', 'Destination Address: 10.45.45.103', 'Destination Port:  50146', 'Protocol:  17', 'Filter Information:', ' Filter Run-Time ID: 5', 'Layer Name:  Receive/Accept', 'Layer Run-Time ID: 44']",(?P<Description>.*)\s+Application Information:(?:\s+|\S) Process ID:(?:\s+|\S)(?P<ApplicationInformationProcessID>.*)\s+Application Name:(?:\s+|\S)(?P<ApplicationInformationApplicationName>.*)\s+Network Information:(?:\s+|\S) Direction:(?:\s+|\S)(?P<NetworkInformationDirection>.*)\s+Source Address:(?:\s+|\S)(?P<NetworkInformationSourceAddress>.*)\s+Source Port:(?:\s+|\S)(?P<NetworkInformationSourcePort>.*)\s+Destination Address:(?:\s+|\S)(?P<NetworkInformationDestinationAddress>.*)\s+Destination Port:(?:\s+|\S)(?P<NetworkInformationDestinationPort>.*)\s+Protocol:(?:\s+|\S)(?P<NetworkInformationProtocol>.*)\s+Filter Information:(?:\s+|\S) Filter Run-Time ID:(?:\s+|\S)(?P<FilterInformationFilterRunTimeID>.*)\s+Layer Name:(?:\s+|\S)(?P<FilterInformationLayerName>.*)\s+Layer Run-Time ID:(?:\s+|\S)(?P<FilterInformationLayerRunTimeID>.*)
"{'Description': 'The Windows Filtering Platform has blocked a connection.', 'ApplicationInformationProcessID': '1224', 'ApplicationInformationApplicationName': '\\device\\harddiskvolume1\\windows\\system32\\svchost.exe', 'NetworkInformationDirection': 'Inbound', 'NetworkInformationSourceAddress': '224.0.0.252', 'NetworkInformationSourcePort': '5355', 'NetworkInformationDestinationAddress': '10.45.45.102', 'NetworkInformationDestinationPort': '56927', 'NetworkInformationProtocol': '17', 'FilterInformationFilterRunTimeID': '0', 'FilterInformationLayerName': 'Receive/Accept', 'FilterInformationLayerRunTimeID': '44  '}",The Windows Filtering Platform has blocked a connection. Application Information:  Process ID:    1224 Application Name:  \device\harddiskvolume1\windows\system32\svchost.exe Network Information:  Direction:  Inbound Source Address:  224.0.0.252 Source Port:  5355 Destination Address: 10.45.45.102 Destination Port:  56927 Protocol:  17 Filter Information:  Filter Run-Time ID:  0 Layer Name:  Receive/Accept Layer Run-Time ID:  44  ,5157,"['The Windows Filtering Platform has blocked a connection.', 'Application Information:', ' Process ID:    1224', 'Application Name:  \\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\device\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\harddiskvolume1\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\windows\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\system32\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\svchost.exe', 'Network Information:', ' Direction:  Inbound', 'Source Address:  224.0.0.252', 'Source Port:  5355', 'Destination Address: 10.45.45.102', 'Destination Port:  56927', 'Protocol:  17', 'Filter Information:', ' Filter Run-Time ID:  0', 'Layer Name:  Receive/Accept', 'Layer Run-Time ID:  44']",(?P<Description>.*)\s+Application Information:(?:\s+|\S) Process ID:(?:\s+|\S)(?P<ApplicationInformationProcessID>.*)\s+Application Name:(?:\s+|\S)(?P<ApplicationInformationApplicationName>.*)\s+Network Information:(?:\s+|\S) Direction:(?:\s+|\S)(?P<NetworkInformationDirection>.*)\s+Source Address:(?:\s+|\S)(?P<NetworkInformationSourceAddress>.*)\s+Source Port:(?:\s+|\S)(?P<NetworkInformationSourcePort>.*)\s+Destination Address:(?:\s+|\S)(?P<NetworkInformationDestinationAddress>.*)\s+Destination Port:(?:\s+|\S)(?P<NetworkInformationDestinationPort>.*)\s+Protocol:(?:\s+|\S)(?P<NetworkInformationProtocol>.*)\s+Filter Information:(?:\s+|\S) Filter Run-Time ID:(?:\s+|\S)(?P<FilterInformationFilterRunTimeID>.*)\s+Layer Name:(?:\s+|\S)(?P<FilterInformationLayerName>.*)\s+Layer Run-Time ID:(?:\s+|\S)(?P<FilterInformationLayerRunTimeID>.*)
{},The Windows Filtering Platform has permitted a bind to a local port. Application Information:  Process ID:  4 Application Name: System Network Information:  Source Address:  :: Source Port:  3389 Protocol:  6 Filter Information:  Filter Run-Time ID: 0 Layer Name:  Resource Assignment Layer Run-Time ID: 38 ,5158,"['The Windows Filtering Platform has permitted a bind to a local port.', 'Application Information:', ' Process ID:  4', 'Application Name: System', 'Network Information:', ' Source Address:  ::', 'Source Port:  3389', 'Protocol:  6', 'Filter Information:', ' Filter Run-Time ID: 0', 'Layer Name:  Resource Assignment', 'Layer Run-Time ID: 38']",(?P<Description>.*)\s+Application Information:(?:\s+|\S) Process ID:(?:\s+|\S)(?P<ApplicationInformationProcessID>.*)\s+Application Name:(?:\s+|\S)(?P<ApplicationInformationApplicationName>.*)\s+Network Information:(?:\s+|\S) Source Address:  ::(?:\s+|\S)Source Port:(?:\s+|\S)(?P<SourceAddress: :SourcePort>.*)\s+Protocol:(?:\s+|\S)(?P<SourceAddress: :Protocol>.*)\s+Filter Information:(?:\s+|\S) Filter Run-Time ID:(?:\s+|\S)(?P<FilterInformationFilterRunTimeID>.*)\s+Layer Name:(?:\s+|\S)(?P<FilterInformationLayerName>.*)\s+Layer Run-Time ID:(?:\s+|\S)(?P<FilterInformationLayerRunTimeID>.*)
"{'Description': 'The Windows Filtering Platform has blocked a bind to a local port.', 'ApplicationInformationProcessID': '592', 'ApplicationInformationApplicationName': '\\device\\harddiskvolume1\\windows\\system32 \\lsass.exe', 'NetworkInformationSourceAddress': 'fe80::9516:1afb:3656:dab1', 'NetworkInformationSourcePort': '389', 'NetworkInformationProtocol': '17', 'FilterInformationFilterRunTimeID': '0', 'FilterInformationLayerName': 'Resource Assignment', 'FilterInformationLayerRunTimeID': '38 '}",The Windows Filtering Platform has blocked a bind to a local port. Application Information:  Process ID:  592 Application Name: \device\harddiskvolume1\windows\system32 \lsass.exe Network Information:  Source Address:  fe80::9516:1afb:3656:dab1 Source Port:  389 Protocol:  17 Filter Information:  Filter Run-Time ID: 0 Layer Name:  Resource Assignment Layer Run-Time ID: 38 ,5159,"['The Windows Filtering Platform has blocked a bind to a local port.', 'Application Information:', ' Process ID:  592', 'Application Name: \\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\device\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\harddiskvolume1\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\windows\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\system32 \\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\lsass.exe', 'Network Information:', ' Source Address:  fe80::9516:1afb:3656:dab1', 'Source Port:  389', 'Protocol:  17', 'Filter Information:', ' Filter Run-Time ID: 0', 'Layer Name:  Resource Assignment', 'Layer Run-Time ID: 38']",(?P<Description>.*)\s+Application Information:(?:\s+|\S) Process ID:(?:\s+|\S)(?P<ApplicationInformationProcessID>.*)\s+Application Name:(?:\s+|\S)(?P<ApplicationInformationApplicationName>.*)\s+Network Information:(?:\s+|\S) Source Address:(?:\s+|\S)(?P<NetworkInformationSourceAddress>.*)\s+Source Port:(?:\s+|\S)(?P<NetworkInformationSourcePort>.*)\s+Protocol:(?:\s+|\S)(?P<NetworkInformationProtocol>.*)\s+Filter Information:(?:\s+|\S) Filter Run-Time ID:(?:\s+|\S)(?P<FilterInformationFilterRunTimeID>.*)\s+Layer Name:(?:\s+|\S)(?P<FilterInformationLayerName>.*)\s+Layer Run-Time ID:(?:\s+|\S)(?P<FilterInformationLayerRunTimeID>.*)
{'Description': 'We have not been able to produce this event. '},We have not been able to produce this event. ,5168,['We have not been able to produce this event.'],(?P<Description>.*)
"{'Description': 'A directory service object was modified.', 'SubjectSID': '%3', 'SubjectAccountName': '%4', 'SubjectAccountDomain': '%5', 'SubjectLogonID': '%6', 'DirectoryServiceName': '%7', 'DirectoryServiceType': '%8', 'ObjectDN': '%9', 'ObjectGUID': '%10', 'ObjectClass': '%11', 'AttributeLDAPDisplayName': '%12', 'AttributeSyntaxOID': '%13', 'AttributeValue': '%14', 'AttributeExpirationTime': '%15', 'OperationType': '%16', 'OperationCorrelationID': '%1', 'OperationApplicationCorrelationID': '%2 '}",A directory service object was modified. Subject:  Security ID: %3  Account Name: %4  Account Domain: %5  Logon ID: %6 Directory Service:  Name: %7  Type: %8 Object:  DN: %9  GUID: %10  Class: %11 Attribute:  LDAP Display Name: %12  Syntax (OID): %13  Value: %14  Expiration Time: %15 Operation:  Type: %16  Correlation ID: %1  Application Correlation ID: %2 ,5169,"['A directory service object was modified.', 'Subject:', ' Security ID:%3', ' Account Name:%4', ' Account Domain:%5', ' Logon ID:%6', 'Directory Service:', ' Name:%7', ' Type:%8', 'Object:', ' DN:%9', ' GUID:%10', ' Class:%11', 'Attribute:', ' LDAP Display Name:%12', ' Syntax (OID):%13', ' Value:%14', ' Expiration Time:%15', 'Operation:', ' Type:%16', ' Correlation ID:%1', ' Application Correlation ID:%2']",(?P<Description>.*)\s+Subject:(?:\s+|\S) Security ID:(?:\s+|\S)(?P<SubjectSID>.*)\s+ Account Name:(?:\s+|\S)(?P<SubjectAccountName>.*)\s+ Account Domain:(?:\s+|\S)(?P<SubjectAccountDomain>.*)\s+ Logon ID:(?:\s+|\S)(?P<SubjectLogonID>.*)\s+Directory Service:(?:\s+|\S) Name:(?:\s+|\S)(?P<DirectoryServiceName>.*)\s+ Type:(?:\s+|\S)(?P<DirectoryServiceType>.*)\s+Object:(?:\s+|\S) DN:(?:\s+|\S)(?P<ObjectDN>.*)\s+ GUID:(?:\s+|\S)(?P<ObjectGUID>.*)\s+ Class:(?:\s+|\S)(?P<ObjectClass>.*)\s+Attribute:(?:\s+|\S) LDAP Display Name:(?:\s+|\S)(?P<AttributeLDAPDisplayName>.*)\s+ Syntax \(OID\):(?:\s+|\S)(?P<AttributeSyntaxOID>.*)\s+ Value:(?:\s+|\S)(?P<AttributeValue>.*)\s+ Expiration Time:(?:\s+|\S)(?P<AttributeExpirationTime>.*)\s+Operation:(?:\s+|\S) Type:(?:\s+|\S)(?P<OperationType>.*)\s+ Correlation ID:(?:\s+|\S)(?P<OperationCorrelationID>.*)\s+ Application Correlation ID:(?:\s+|\S)(?P<OperationApplicationCorrelationID>.*)
"{'Description': 'A directory service object was modified during a background cleanup task.', 'SubjectSID': '%3', 'SubjectAccountName': '%4', 'SubjectAccountDomain': '%5', 'SubjectLogonID': '%6', 'DirectoryServiceName': '%7', 'DirectoryServiceType': '%8', 'ObjectDN': '%9', 'ObjectGUID': '%10', 'ObjectClass': '%11', 'AttributeLDAPDisplayName': '%12', 'AttributeSyntaxOID': '%13', 'AttributeValue': '%14', 'AttributeExpirationTime': '%15', 'OperationType': '%16', 'OperationCorrelationID': '%1', 'OperationApplicationCorrelationID': '%2 '}",A directory service object was modified during a background cleanup task. Subject:  Security ID: %3  Account Name: %4  Account Domain: %5  Logon ID: %6 Directory Service:  Name: %7  Type: %8 Object:  DN: %9  GUID: %10  Class: %11 Attribute:  LDAP Display Name: %12  Syntax (OID): %13  Value: %14  Expiration Time: %15 Operation:  Type: %16  Correlation ID: %1  Application Correlation ID: %2 ,5170,"['A directory service object was modified during a background cleanup task.', 'Subject:', ' Security ID:%3', ' Account Name:%4', ' Account Domain:%5', ' Logon ID:%6', 'Directory Service:', ' Name:%7', ' Type:%8', 'Object:', ' DN:%9', ' GUID:%10', ' Class:%11', 'Attribute:', ' LDAP Display Name:%12', ' Syntax (OID):%13', ' Value:%14', ' Expiration Time:%15', 'Operation:', ' Type:%16', ' Correlation ID:%1', ' Application Correlation ID:%2']",(?P<Description>.*)\s+Subject:(?:\s+|\S) Security ID:(?:\s+|\S)(?P<SubjectSID>.*)\s+ Account Name:(?:\s+|\S)(?P<SubjectAccountName>.*)\s+ Account Domain:(?:\s+|\S)(?P<SubjectAccountDomain>.*)\s+ Logon ID:(?:\s+|\S)(?P<SubjectLogonID>.*)\s+Directory Service:(?:\s+|\S) Name:(?:\s+|\S)(?P<DirectoryServiceName>.*)\s+ Type:(?:\s+|\S)(?P<DirectoryServiceType>.*)\s+Object:(?:\s+|\S) DN:(?:\s+|\S)(?P<ObjectDN>.*)\s+ GUID:(?:\s+|\S)(?P<ObjectGUID>.*)\s+ Class:(?:\s+|\S)(?P<ObjectClass>.*)\s+Attribute:(?:\s+|\S) LDAP Display Name:(?:\s+|\S)(?P<AttributeLDAPDisplayName>.*)\s+ Syntax \(OID\):(?:\s+|\S)(?P<AttributeSyntaxOID>.*)\s+ Value:(?:\s+|\S)(?P<AttributeValue>.*)\s+ Expiration Time:(?:\s+|\S)(?P<AttributeExpirationTime>.*)\s+Operation:(?:\s+|\S) Type:(?:\s+|\S)(?P<OperationType>.*)\s+ Correlation ID:(?:\s+|\S)(?P<OperationCorrelationID>.*)\s+ Application Correlation ID:(?:\s+|\S)(?P<OperationApplicationCorrelationID>.*)
"{'Description': 'Credential Manager credentials were backed up.', 'SubjectSID': 'WIN-R9H529RIO4Y\\Administrator', 'SubjectAccountName': 'Administrator', 'SubjectAccountDomain': 'WIN-R9H529RIO4Y', 'SubjectLogonID': '0x1ba0e', 'SubjectBackupFileName': 'xyz  This event occurs when a user backs up their own Credential Manager credentials. A user (even an Administrator) cannot back up the credentials of an account other than his own. '}",Credential Manager credentials were backed up. Subject:  Security ID:  WIN-R9H529RIO4Y\Administrator Account Name:  Administrator Account Domain:  WIN-R9H529RIO4Y Logon ID:  0x1ba0e BackupFileName: xyz  This event occurs when a user backs up their own Credential Manager credentials. A user (even an Administrator) cannot back up the credentials of an account other than his own. ,5376,"['Credential Manager credentials were backed up.', 'Subject:', ' Security ID:  WIN-R9H529RIO4Y\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\Administrator', 'Account Name:  Administrator', 'Account Domain:  WIN-R9H529RIO4Y', 'Logon ID:  0x1ba0e', 'BackupFileName: xyz']",(?P<Description>.*)\s+Subject:(?:\s+|\S) Security ID:(?:\s+|\S)(?P<SubjectSID>.*)\s+Account Name:(?:\s+|\S)(?P<SubjectAccountName>.*)\s+Account Domain:(?:\s+|\S)(?P<SubjectAccountDomain>.*)\s+Logon ID:(?:\s+|\S)(?P<SubjectLogonID>.*)\s+BackupFileName:(?:\s+|\S)(?P<SubjectBackupFileName>.*)
"{'Description': 'Credential Manager credentials were restored from a backup.', 'SubjectSID': 'WIN-R9H529RIO4Y\\Administrator', 'SubjectAccountName': 'Administrator', 'SubjectAccountDomain': 'WIN-R9H529RIO4Y', 'SubjectLogonID': '0x1ba0e', 'SubjectBackupFileName': 'xyz This event occurs when a user restores his Credential Manager credentials from a backup. A user (even an Administrator) cannot restore the credentials of an account other than his own. '}",Credential Manager credentials were restored from a backup. Subject:  Security ID:  WIN-R9H529RIO4Y\Administrator Account Name:  Administrator Account Domain:  WIN-R9H529RIO4Y Logon ID:  0x1ba0e BackupFileName: xyz This event occurs when a user restores his Credential Manager credentials from a backup. A user (even an Administrator) cannot restore the credentials of an account other than his own. ,5377,"['Credential Manager credentials were restored from a backup.', 'Subject:', ' Security ID:  WIN-R9H529RIO4Y\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\Administrator', 'Account Name:  Administrator', 'Account Domain:  WIN-R9H529RIO4Y', 'Logon ID:  0x1ba0e', 'BackupFileName: xyz']",(?P<Description>.*)\s+Subject:(?:\s+|\S) Security ID:(?:\s+|\S)(?P<SubjectSID>.*)\s+Account Name:(?:\s+|\S)(?P<SubjectAccountName>.*)\s+Account Domain:(?:\s+|\S)(?P<SubjectAccountDomain>.*)\s+Logon ID:(?:\s+|\S)(?P<SubjectLogonID>.*)\s+BackupFileName:(?:\s+|\S)(?P<SubjectBackupFileName>.*)
{},The requested credentials delegation was disallowed by policy. Subject:  Security ID:  %1 Account Name:  %2 Account Domain:  %3 Logon ID:  %4 Credential Delegation Information:  Security Package: %5 User's UPN: %6 Target Server: %7 Credential Type: %8  ,5378,"['The requested credentials delegation was disallowed by policy.', 'Subject:', ' Security ID:  %1', 'Account Name:  %2', 'Account Domain:  %3', 'Logon ID:  %4', 'Credential Delegation Information:', ' Security Package: %5', '""Users UPN: %6""', 'Target Server: %7', 'Credential Type: %8']","(?P<Description>.*)\s+Subject:(?:\s+|\S) Security ID:(?:\s+|\S)(?P<SubjectSID>.*)\s+Account Name:(?:\s+|\S)(?P<SubjectAccountName>.*)\s+Account Domain:(?:\s+|\S)(?P<SubjectAccountDomain>.*)\s+Logon ID:(?:\s+|\S)(?P<SubjectLogonID>.*)\s+Credential Delegation Information:(?:\s+|\S) Security Package:(?:\s+|\S)(?P<CredentialDelegationInformationSecurityPackage>.*)\s+""Users UPN:(?:\s+|\S)(?P<CredentialDelegationInformation""UsersUPN>.*)\s+Target Server:(?:\s+|\S)(?P<CredentialDelegationInformationTargetServer>.*)\s+Credential Type:(?:\s+|\S)(?P<CredentialDelegationInformationCredentialType>.*)"
{},Subject: Security ID: %1 Account Name: %2 Account Domain:,5379,"['Subject:,Security ID: %1,Account Name: %2', 'Account Domain: %3,Logon ID: %4']",Subject:(?:\s+|\S)(?P<Subject>.*)\s+Account Domain:(?:\s+|\S)(?P<AccountDomain>.*)
{},Subject: ,5380,"['Subject:,Security ID: %1,Account Name: %2', 'Account Domain: %3,Logon ID: %4']",Subject:(?:\s+|\S)(?P<Subject>.*)\s+Account Domain:(?:\s+|\S)(?P<AccountDomain>.*)
{},Subject: ,5381,"['Subject:,Security ID: %1,Account Name: %2', 'Account Domain: %3,Logon ID: %4']",Subject:(?:\s+|\S)(?P<Subject>.*)\s+Account Domain:(?:\s+|\S)(?P<AccountDomain>.*)
{},Subject: ,5382,"['Subject:,Security ID: %1,Account Name: %2', 'Account Domain: %3,Logon ID: %4']",Subject:(?:\s+|\S)(?P<Subject>.*)\s+Account Domain:(?:\s+|\S)(?P<AccountDomain>.*)
"{'Description': 'The following callout was present when the Windows Filtering Platform Base Filtering Engine started.', 'ProviderInformationID': '%1', 'ProcessInformationName': '%2', 'CalloutInformationID': '%3', 'CalloutInformationName': '%4', 'CalloutInformationType': '%5', 'CalloutInformationRunTimeID': '%6', 'LayerInformationID': '%7', 'LayerInformationName': '%8', 'LayerInformationRunTimeID': '%9 '}",The following callout was present when the Windows Filtering Platform Base Filtering Engine started. Provider Information:  ID:  %1 Name:  %2 Callout Information:  ID:  %3 Name:  %4 Type:  %5 Run-Time ID: %6 Layer Information:  ID:  %7 Name:  %8 Run-Time ID: %9 ,5440,"['The following callout was present when the Windows Filtering Platform Base Filtering Engine started.', 'Provider Information:', ' ID:  %1', 'Name:  %2', 'Callout Information:', ' ID:  %3', 'Name:  %4', 'Type:  %5', 'Run-Time ID: %6', 'Layer Information:', ' ID:  %7', 'Name:  %8', 'Run-Time ID: %9']",(?P<Description>.*)\s+Provider Information:(?:\s+|\S) ID:(?:\s+|\S)(?P<ProviderInformationID>.*)\s+Name:(?:\s+|\S)(?P<ProcessInformationName>.*)\s+Callout Information:(?:\s+|\S) ID:(?:\s+|\S)(?P<CalloutInformationID>.*)\s+Name:(?:\s+|\S)(?P<CalloutInformationName>.*)\s+Type:(?:\s+|\S)(?P<CalloutInformationType>.*)\s+Run-Time ID:(?:\s+|\S)(?P<CalloutInformationRunTimeID>.*)\s+Layer Information:(?:\s+|\S) ID:(?:\s+|\S)(?P<LayerInformationID>.*)\s+Name:(?:\s+|\S)(?P<LayerInformationName>.*)\s+Run-Time ID:(?:\s+|\S)(?P<LayerInformationRunTimeID>.*)
